Diameter,Height,Length,Rings,Sex,ShellWeight,ShuckedWeight,VisceraWeight,WholeWeight
0.39,0.115,0.505,8.0,F,0.17500000000000002,0.3045,0.1555,0.66
0.425,0.13,0.53,10.0,M,0.245,0.2995,0.1355,0.7455
0.385,0.115,0.505,11.0,F,0.21,0.243,0.1075,0.616
0.305,0.09,0.405,7.0,I,0.095,0.114,0.0575,0.28250000000000003
0.30000000000000004,0.1,0.41500000000000004,7.0,M,0.095,0.1545,0.0685,0.3355
0.39,0.145,0.5,11.0,M,0.22,0.273,0.132,0.651
0.33,0.08,0.425,7.0,M,0.125,0.134,0.0825,0.361
0.35000000000000003,0.1,0.47000000000000003,8.0,M,0.17500000000000002,0.1885,0.08850000000000001,0.47750000000000004
0.31,0.115,0.4,10.0,F,0.115,0.14750000000000002,0.0695,0.34650000000000003
0.29,0.1,0.37,10.0,I,0.085,0.10250000000000001,0.0505,0.25
0.38,0.155,0.5,19.0,M,0.215,0.2655,0.1365,0.66
0.31,0.11,0.41000000000000003,9.0,I,0.095,0.124,0.082,0.315
0.29,0.1,0.375,9.0,M,0.085,0.11750000000000001,0.0565,0.276
0.385,0.125,0.49,11.0,F,0.165,0.2175,0.128,0.5395
0.48,0.185,0.585,10.0,M,0.28500000000000003,0.434,0.265,1.04
0.455,0.155,0.595,14.0,M,0.365,0.41600000000000004,0.21050000000000002,1.041
0.55,0.18,0.675,15.0,F,0.6000000000000001,0.562,0.3705,1.6885
0.535,0.225,0.665,27.0,M,0.885,0.7535000000000001,0.391,2.1835
0.49,0.17,0.62,13.0,M,0.335,0.5185000000000001,0.2555,1.2105000000000001
0.25,0.055,0.325,5.0,I,0.045,0.076,0.051000000000000004,0.166
0.355,0.08,0.455,9.0,I,0.125,0.2165,0.0995,0.452
0.405,0.13,0.525,8.0,M,0.17500000000000002,0.3265,0.1975,0.7185
0.29,0.09,0.385,7.0,I,0.08,0.0855,0.0495,0.232
0.095,0.035,0.13,4.0,I,0.0035,0.005,0.006500000000000001,0.0105
0.13,0.045,0.18,3.0,I,0.009000000000000001,0.0125,0.01,0.0275
0.225,0.05,0.31,6.0,I,0.045,0.0675,0.0385,0.14450000000000002
0.29,0.08,0.375,7.0,F,0.08,0.1405,0.07250000000000001,0.28200000000000003
0.38,0.12,0.48,8.0,F,0.185,0.2705,0.1405,0.608
0.37,0.125,0.455,9.0,I,0.145,0.201,0.1265,0.433
0.325,0.1,0.425,7.0,M,0.11,0.1365,0.07250000000000001,0.3295
0.36,0.11,0.47500000000000003,9.0,I,0.145,0.177,0.0965,0.4555
0.35000000000000003,0.12,0.435,11.0,F,0.13,0.192,0.1,0.4585
0.21,0.075,0.29,6.0,F,0.035,0.113,0.0675,0.275
0.295,0.095,0.385,7.0,M,0.09,0.147,0.094,0.335
0.375,0.115,0.47000000000000003,8.0,M,0.15,0.1685,0.0755,0.42650000000000005
0.4,0.125,0.5,10.0,F,0.185,0.23950000000000002,0.126,0.5765
0.31,0.1,0.4,7.0,I,0.085,0.106,0.07100000000000001,0.127
0.51,0.17500000000000002,0.62,12.0,M,0.4,0.4375,0.2265,1.1505
0.47000000000000003,0.15,0.595,12.0,M,0.245,0.359,0.21050000000000002,0.8915000000000001
0.455,0.14,0.585,9.0,M,0.295,0.462,0.185,0.97
0.24,0.08,0.32,6.0,M,0.055,0.08,0.0385,0.18
0.41000000000000003,0.125,0.52,10.0,F,0.215,0.29450000000000004,0.1625,0.6985
0.35000000000000003,0.11,0.44,9.0,M,0.13,0.2,0.08850000000000001,0.4585
0.33,0.115,0.44,8.0,F,0.12,0.14300000000000002,0.113,0.4005
0.425,0.1,0.5650000000000001,12.0,M,0.18,0.3055,0.166,0.7145
0.425,0.125,0.56,9.0,F,0.335,0.361,0.213,0.932
0.455,0.17500000000000002,0.59,10.0,F,0.31,0.391,0.24550000000000002,0.966
0.465,0.18,0.5700000000000001,16.0,F,0.295,0.405,0.277,0.9995
0.53,0.20500000000000002,0.68,14.0,M,0.465,0.5825,0.337,1.496
0.36,0.125,0.45,10.0,F,0.16,0.222,0.105,0.5065000000000001
0.24,0.075,0.32,7.0,I,0.05,0.076,0.035500000000000004,0.17350000000000002
0.35000000000000003,0.11,0.46,9.0,I,0.125,0.1685,0.08650000000000001,0.3945
0.37,0.105,0.47000000000000003,10.0,M,0.155,0.2025,0.1015,0.4665
0.35000000000000003,0.105,0.455,9.0,M,0.135,0.1575,0.083,0.401
0.325,0.115,0.41500000000000004,9.0,F,0.11,0.1405,0.0765,0.34550000000000003
0.35000000000000003,0.12,0.465,11.0,M,0.185,0.2015,0.1625,0.5205000000000001
0.375,0.135,0.46,12.0,M,0.17,0.186,0.0845,0.49350000000000005
0.31,0.09,0.41500000000000004,8.0,M,0.115,0.1305,0.07350000000000001,0.3245
0.195,0.07,0.27,7.0,M,0.036000000000000004,0.0465,0.018000000000000002,0.106
0.355,0.11,0.445,10.0,M,0.1505,0.18050000000000002,0.10350000000000001,0.4415
0.585,0.19,0.745,18.0,F,0.5855,0.8435,0.437,1.966
0.30000000000000004,0.115,0.4,8.0,F,0.0935,0.1335,0.0465,0.3025
0.2,0.075,0.28,5.0,I,0.035,0.0545,0.0115,0.12250000000000001
0.44,0.135,0.55,10.0,M,0.265,0.368,0.20950000000000002,0.879
0.46,0.165,0.58,16.0,M,0.435,0.47300000000000003,0.1965,1.2275
0.5,0.165,0.61,12.0,M,0.49,0.49150000000000005,0.185,1.2715
0.495,0.17500000000000002,0.62,17.0,M,0.725,0.643,0.3285,1.806
0.42,0.195,0.56,14.0,M,0.28500000000000003,0.3025,0.17950000000000002,0.8085
0.51,0.2,0.64,12.0,F,0.41000000000000003,0.61,0.3315,1.3905
0.55,0.2,0.6900000000000001,19.0,M,0.5700000000000001,0.732,0.47200000000000003,1.8465
0.5650000000000001,0.24,0.715,17.0,F,0.885,0.7245,0.465,2.1995
0.5650000000000001,0.195,0.71,11.0,F,0.49,0.785,0.492,1.8170000000000002
0.47000000000000003,0.15,0.55,9.0,F,0.29,0.377,0.184,0.897
0.305,0.09,0.375,5.0,M,0.095,0.1395,0.0565,0.3245
0.45,0.16,0.61,9.0,F,0.30000000000000004,0.41400000000000003,0.311,1.1360000000000001
0.28,0.085,0.38,6.0,I,0.085,0.115,0.061,0.2735
0.275,0.085,0.37,5.0,F,0.07,0.10400000000000001,0.053500000000000006,0.24050000000000002
0.23500000000000001,0.085,0.335,6.0,M,0.045,0.066,0.0345,0.1545
0.115,0.015,0.165,4.0,I,0.005,0.0055000000000000005,0.003,0.0145
0.21,0.075,0.28500000000000003,7.0,M,0.04,0.055,0.0285,0.11850000000000001
0.13,0.03,0.19,6.0,I,0.01,0.0155,0.015,0.029500000000000002
0.15,0.03,0.215,5.0,I,0.01,0.0115,0.005,0.0385
0.465,0.125,0.595,10.0,M,0.23,0.3245,0.2,0.799
0.5,0.17,0.645,13.0,F,0.355,0.48050000000000004,0.274,1.1844999999999999
0.45,0.185,0.5750000000000001,12.0,M,0.35000000000000003,0.342,0.197,0.925
0.45,0.17,0.5700000000000001,20.0,F,0.405,0.41400000000000003,0.187,1.098
0.45,0.23500000000000001,0.58,14.0,F,0.395,0.30000000000000004,0.20600000000000002,1.071
0.48,0.2,0.595,15.0,F,0.34,0.358,0.20350000000000001,0.975
0.47000000000000003,0.25,0.595,14.0,F,0.445,0.462,0.24750000000000003,1.283
0.42,0.165,0.625,21.0,F,0.445,0.358,0.165,1.0595
0.42,0.165,0.535,16.0,M,0.26,0.3355,0.1985,0.9195000000000001
0.43,0.16,0.55,13.0,M,0.355,0.317,0.17350000000000002,0.9295
0.4,0.155,0.495,6.0,M,0.35000000000000003,0.23450000000000001,0.1155,0.8085
0.23500000000000001,0.08,0.32,6.0,I,0.045,0.064,0.031,0.14850000000000002
0.34,0.12,0.445,9.0,M,0.13,0.193,0.10350000000000001,0.4475
0.4,0.125,0.52,9.0,F,0.185,0.295,0.1715,0.6865
0.385,0.135,0.495,14.0,M,0.26,0.2,0.12250000000000001,0.6335000000000001
0.37,0.135,0.47000000000000003,12.0,M,0.17,0.222,0.1325,0.547
0.37,0.14,0.49,10.0,F,0.195,0.243,0.115,0.585
0.47000000000000003,0.165,0.58,11.0,M,0.315,0.3215,0.1985,0.927
0.495,0.185,0.645,15.0,M,0.455,0.5265000000000001,0.2785,1.4935
0.485,0.165,0.5750000000000001,14.0,F,0.30000000000000004,0.419,0.264,1.0405
0.17,0.055,0.215,6.0,I,0.02,0.0205,0.014,0.060500000000000005
0.325,0.11,0.43,13.0,I,0.12,0.1355,0.0935,0.3675
0.215,0.08,0.26,5.0,I,0.045,0.037,0.025500000000000002,0.099
0.28,0.09,0.37,11.0,I,0.07,0.09050000000000001,0.0545,0.233
0.305,0.105,0.405,10.0,I,0.125,0.1565,0.07050000000000001,0.36250000000000004
0.19,0.08,0.27,6.0,I,0.03,0.026500000000000003,0.0195,0.081
0.55,0.2,0.68,21.0,F,0.585,0.525,0.40750000000000003,1.596
0.515,0.195,0.65,13.0,F,0.44,0.5195000000000001,0.36,1.4005
0.49,0.215,0.645,25.0,F,0.51,0.42650000000000005,0.2285,1.4060000000000001
0.405,0.16,0.5700000000000001,19.0,M,0.295,0.34450000000000003,0.2185,0.9245000000000001
0.48,0.19,0.615,18.0,M,0.47000000000000003,0.5305,0.23750000000000002,1.3599999999999999
0.34500000000000003,0.105,0.42,7.0,M,0.13,0.17500000000000002,0.096,0.43
0.22,0.08,0.275,6.0,I,0.042,0.0565,0.0285,0.1365
0.225,0.075,0.29,5.0,F,0.04,0.051500000000000004,0.0235,0.14
0.34,0.115,0.42,8.0,M,0.135,0.17500000000000002,0.093,0.42150000000000004
0.525,0.215,0.625,16.0,F,0.665,0.5115000000000001,0.2595,1.5765
0.465,0.18,0.55,27.0,F,0.525,0.3245,0.20500000000000002,1.2125
0.505,0.2,0.66,18.0,M,0.61,0.48650000000000004,0.297,1.6305
0.47000000000000003,0.195,0.5650000000000001,17.0,M,0.35000000000000003,0.387,0.258,1.142
0.495,0.23500000000000001,0.595,13.0,F,0.52,0.5065000000000001,0.219,1.366
0.51,0.23,0.63,17.0,M,0.5700000000000001,0.5635,0.28150000000000003,1.5390000000000001
0.325,0.12,0.43,8.0,F,0.155,0.165,0.0995,0.445
0.35000000000000003,0.14,0.455,10.0,F,0.17500000000000002,0.1965,0.1325,0.5725
0.26,0.08,0.33,7.0,I,0.065,0.0765,0.0385,0.19
0.41500000000000004,0.13,0.515,13.0,F,0.25,0.276,0.196,0.764
0.39,0.15,0.495,14.0,M,0.27,0.3285,0.189,0.853
0.375,0.145,0.485,13.0,F,0.19,0.23850000000000002,0.1155,0.5885
0.46,0.145,0.535,8.0,F,0.2,0.3395,0.2005,0.7875000000000001
0.465,0.17500000000000002,0.58,17.0,M,0.385,0.401,0.1865,1.035
0.525,0.195,0.625,13.0,F,0.53,0.4505,0.24450000000000002,1.3519999999999999
0.455,0.18,0.555,14.0,F,0.39,0.296,0.195,0.9580000000000001
0.425,0.145,0.55,9.0,F,0.265,0.297,0.15,0.797
0.47500000000000003,0.155,0.59,13.0,M,0.28,0.356,0.17400000000000002,0.857
0.28,0.11,0.355,7.0,I,0.08,0.0815,0.052500000000000005,0.2235
0.2,0.075,0.275,7.0,I,0.03,0.030500000000000003,0.019,0.08600000000000001
0.39,0.17500000000000002,0.505,12.0,F,0.215,0.267,0.15,0.6920000000000001
0.28,0.095,0.37,7.0,M,0.075,0.0805,0.051000000000000004,0.2225
0.43,0.165,0.555,13.0,M,0.275,0.2735,0.1635,0.7575000000000001
0.4,0.165,0.505,9.0,F,0.25,0.2675,0.155,0.729
0.445,0.18,0.56,9.0,F,0.295,0.35750000000000004,0.20450000000000002,0.903
0.47500000000000003,0.17,0.595,17.0,M,0.35000000000000003,0.419,0.229,1.0965
0.45,0.165,0.5700000000000001,14.0,F,0.295,0.3305,0.1845,0.903
0.48,0.17500000000000002,0.6000000000000001,13.0,M,0.41500000000000004,0.41250000000000003,0.2735,1.229
0.435,0.185,0.56,15.0,F,0.33,0.422,0.24350000000000002,1.106
0.465,0.19,0.585,17.0,M,0.4,0.3905,0.23550000000000001,1.171
0.335,0.11,0.46,8.0,I,0.11,0.225,0.0745,0.444
0.36,0.115,0.46,8.0,F,0.16,0.21050000000000002,0.105,0.47550000000000003
0.315,0.125,0.41500000000000004,12.0,M,0.125,0.068,0.09,0.388
0.32,0.12,0.435,11.0,F,0.125,0.152,0.0915,0.3785
0.38,0.135,0.47500000000000003,7.0,F,0.185,0.17350000000000002,0.07,0.486
0.36,0.13,0.465,10.0,M,0.165,0.21050000000000002,0.11850000000000001,0.5265000000000001
0.28,0.1,0.355,11.0,I,0.085,0.0935,0.0455,0.2275
0.375,0.14,0.46,9.0,M,0.20500000000000002,0.192,0.10450000000000001,0.5105000000000001
0.325,0.11,0.38,10.0,F,0.105,0.12,0.074,0.3105
0.365,0.12,0.47000000000000003,9.0,F,0.15,0.2295,0.1495,0.543
0.27,0.09,0.36,6.0,M,0.075,0.083,0.053,0.2225
0.455,0.165,0.585,12.0,F,0.315,0.34500000000000003,0.2495,0.998
0.59,0.2,0.655,11.0,M,0.41500000000000004,0.654,0.3765,1.5455
0.485,0.17500000000000002,0.6000000000000001,13.0,M,0.38,0.4995,0.28150000000000003,1.2675
0.46,0.17,0.5700000000000001,14.0,F,0.38,0.41250000000000003,0.2205,1.1
0.5,0.2,0.645,11.0,F,0.36,0.639,0.305,1.4285
0.495,0.18,0.65,14.0,M,0.53,0.8005,0.339,1.7930000000000001
0.395,0.145,0.51,12.0,M,0.24,0.216,0.1385,0.6185
0.38,0.135,0.52,8.0,M,0.17500000000000002,0.2505,0.1565,0.5825
0.41500000000000004,0.165,0.495,13.0,M,0.28500000000000003,0.264,0.134,0.7485
0.335,0.115,0.43,8.0,M,0.135,0.166,0.0935,0.406
0.465,0.16,0.59,13.0,F,0.295,0.506,0.2525,1.1005
0.46,0.17500000000000002,0.55,10.0,M,0.32,0.3155,0.1825,0.869
0.43,0.16,0.585,11.0,M,0.27,0.36250000000000004,0.176,0.9550000000000001
0.455,0.16,0.58,17.0,F,0.30000000000000004,0.312,0.196,0.9215000000000001
0.51,0.15,0.62,13.0,F,0.32,0.581,0.28750000000000003,1.456
0.45,0.16,0.59,14.0,I,0.34500000000000003,0.2745,0.2185,0.893
0.5750000000000001,0.215,0.72,13.0,F,0.62,0.8955000000000001,0.405,2.226
0.51,0.17500000000000002,0.635,14.0,F,0.36,0.5735,0.261,1.2125
0.48,0.17500000000000002,0.61,15.0,F,0.42,0.391,0.216,1.0675
0.445,0.17500000000000002,0.545,13.0,F,0.295,0.34650000000000003,0.189,0.8525
0.45,0.16,0.5700000000000001,12.0,M,0.255,0.3725,0.2175,0.8615
0.47500000000000003,0.18,0.6000000000000001,18.0,F,0.32,0.511,0.2675,1.162
0.41000000000000003,0.17,0.52,14.0,F,0.25,0.3735,0.219,0.8705
0.51,0.21,0.635,15.0,M,0.58,0.6535000000000001,0.28350000000000003,1.5979999999999999
0.52,0.15,0.67,13.0,F,0.37,0.519,0.34800000000000003,1.4060000000000001
0.5700000000000001,0.2,0.6950000000000001,15.0,M,0.685,0.751,0.42550000000000004,2.033
0.525,0.185,0.655,20.0,M,0.445,0.487,0.2215,1.259
0.48,0.23,0.62,14.0,F,0.355,0.403,0.245,1.0935
0.47500000000000003,0.18,0.6000000000000001,19.0,F,0.425,0.4345,0.24750000000000003,1.1805
0.405,0.13,0.51,9.0,M,0.17,0.3725,0.158,0.7175
0.405,0.135,0.525,10.0,M,0.195,0.3305,0.216,0.7575000000000001
0.375,0.13,0.44,9.0,M,0.155,0.226,0.0965,0.487
0.41500000000000004,0.14,0.485,8.0,I,0.185,0.25,0.134,0.5705
0.385,0.13,0.495,10.0,F,0.17500000000000002,0.3125,0.179,0.6905
0.34500000000000003,0.12,0.435,7.0,I,0.125,0.221,0.112,0.4475
0.315,0.105,0.405,9.0,I,0.1,0.1605,0.0785,0.34700000000000003
0.33,0.1,0.42,9.0,I,0.1,0.1635,0.089,0.352
0.395,0.15,0.5,9.0,F,0.195,0.3235,0.17300000000000001,0.7145
0.305,0.105,0.385,7.0,F,0.1,0.1365,0.0745,0.3315
0.265,0.09,0.33,6.0,I,0.06,0.068,0.036000000000000004,0.18
0.47500000000000003,0.155,0.58,10.0,F,0.28500000000000003,0.4305,0.23,0.974
0.27,0.1,0.325,6.0,I,0.065,0.08,0.043500000000000004,0.185
0.375,0.12,0.47500000000000003,10.0,M,0.185,0.2525,0.12050000000000001,0.5630000000000001
0.30000000000000004,0.09,0.38,9.0,F,0.095,0.1545,0.075,0.3215
0.26,0.09,0.34,6.0,I,0.055,0.076,0.052500000000000005,0.179
0.425,0.12,0.525,12.0,M,0.22,0.3335,0.14650000000000002,0.7020000000000001
0.41500000000000004,0.145,0.52,10.0,F,0.28500000000000003,0.3325,0.17250000000000001,0.8045
0.45,0.135,0.535,13.0,F,0.25,0.322,0.181,0.8075
0.36,0.12,0.47500000000000003,8.0,M,0.17,0.28250000000000003,0.12,0.578
0.325,0.1,0.41500000000000004,7.0,I,0.125,0.167,0.08,0.385
0.385,0.125,0.495,8.0,I,0.165,0.2755,0.12350000000000001,0.585
0.405,0.13,0.48,10.0,F,0.21,0.277,0.14450000000000002,0.6375000000000001
0.425,0.15,0.52,10.0,F,0.23,0.385,0.2015,0.8130000000000001
0.375,0.13,0.46,9.0,M,0.195,0.2505,0.11900000000000001,0.5735
0.455,0.12,0.58,11.0,F,0.265,0.399,0.257,0.9400000000000001
0.49,0.135,0.59,11.0,M,0.28500000000000003,0.422,0.2245,1.008
0.41500000000000004,0.135,0.55,23.0,F,0.26,0.302,0.179,0.775
0.5,0.165,0.65,12.0,F,0.365,0.485,0.218,1.1445
0.375,0.135,0.465,16.0,F,0.23,0.2225,0.129,0.6000000000000001
0.355,0.13,0.455,11.0,M,0.17500000000000002,0.2,0.1275,0.515
0.375,0.13,0.47000000000000003,13.0,M,0.195,0.21450000000000002,0.164,0.5795
0.35000000000000003,0.11,0.435,13.0,F,0.125,0.14300000000000002,0.1005,0.384
0.265,0.11,0.35000000000000003,7.0,M,0.085,0.1365,0.063,0.29650000000000004
0.24,0.07,0.315,8.0,I,0.04,0.0545,0.0315,0.137
0.47000000000000003,0.145,0.595,16.0,M,0.34,0.4035,0.1505,0.991
0.47500000000000003,0.135,0.58,14.0,F,0.275,0.391,0.165,0.925
0.435,0.15,0.5750000000000001,17.0,M,0.27,0.293,0.1625,0.805
0.435,0.155,0.535,13.0,M,0.25,0.3415,0.177,0.8915000000000001
0.42,0.14,0.515,13.0,M,0.29,0.2505,0.154,0.769
0.385,0.135,0.505,12.0,F,0.2,0.251,0.11750000000000001,0.6185
0.395,0.145,0.505,15.0,F,0.20500000000000002,0.2695,0.153,0.6515000000000001
0.31,0.1,0.4,10.0,I,0.095,0.1145,0.0635,0.28750000000000003
0.395,0.135,0.49,14.0,M,0.215,0.213,0.0925,0.5545
0.435,0.135,0.53,12.0,M,0.22,0.3275,0.1315,0.7365
0.325,0.105,0.395,8.0,I,0.095,0.111,0.07350000000000001,0.306
0.535,0.19,0.665,17.0,F,0.47500000000000003,0.5775,0.28150000000000003,1.496
0.305,0.105,0.41500000000000004,10.0,F,0.1,0.12,0.082,0.36050000000000004
0.34500000000000003,0.115,0.43,11.0,M,0.12,0.0925,0.055,0.3045
0.395,0.135,0.47500000000000003,13.0,M,0.2,0.24650000000000002,0.1645,0.592
0.425,0.145,0.525,15.0,F,0.24,0.3345,0.209,0.7995
0.39,0.145,0.48,15.0,I,0.255,0.2315,0.121,0.5825
0.34500000000000003,0.115,0.42,9.0,I,0.115,0.1515,0.0795,0.3435
0.46,0.155,0.59,15.0,M,0.335,0.327,0.14850000000000002,0.906
0.42,0.135,0.515,9.0,F,0.215,0.28150000000000003,0.127,0.6295000000000001
0.55,0.22,0.6950000000000001,13.0,M,0.445,0.5660000000000001,0.3835,1.5514999999999999
0.63,0.195,0.8,23.0,F,0.62,0.933,0.59,2.526
0.49,0.15,0.61,23.0,M,0.36,0.425,0.2025,1.103
0.48,0.17500000000000002,0.5650000000000001,18.0,F,0.275,0.3885,0.215,0.9570000000000001
0.455,0.165,0.56,11.0,M,0.245,0.4015,0.1695,0.86
0.485,0.195,0.655,17.0,M,0.485,0.6275000000000001,0.358,1.62
0.52,0.2,0.64,17.0,M,0.455,0.5660000000000001,0.304,1.407
0.47000000000000003,0.17,0.59,11.0,F,0.25,0.355,0.1905,0.9
0.24,0.09,0.31,7.0,I,0.045,0.060500000000000005,0.0315,0.14550000000000002
0.185,0.07,0.255,6.0,I,0.025,0.028,0.018000000000000002,0.075
0.125,0.055,0.17,6.0,I,0.008,0.009000000000000001,0.0055000000000000005,0.0235
0.55,0.17,0.67,21.0,M,0.4,0.47200000000000003,0.24550000000000002,1.2469999999999999
0.5650000000000001,0.195,0.71,17.0,F,0.5650000000000001,0.638,0.3365,1.7265000000000001
0.43,0.125,0.56,13.0,F,0.263,0.313,0.1715,0.8025
0.4,0.13,0.505,11.0,M,0.2175,0.3035,0.189,0.764
0.43,0.165,0.525,16.0,M,0.2515,0.376,0.1945,0.8645
0.36,0.105,0.45,9.0,F,0.149,0.20350000000000001,0.0935,0.47150000000000003
0.435,0.17,0.515,12.0,F,0.216,0.2765,0.111,0.631
0.47500000000000003,0.16,0.59,19.0,M,0.27,0.3815,0.184,0.9455
0.53,0.19,0.7000000000000001,18.0,M,0.42,0.548,0.233,1.3185
0.56,0.17500000000000002,0.72,17.0,F,0.525,0.637,0.3415,1.7265000000000001
0.495,0.15,0.635,11.0,M,0.31,0.48250000000000004,0.242,1.081
0.44,0.135,0.555,13.0,M,0.28,0.3805,0.21050000000000002,0.9025000000000001
0.47000000000000003,0.15,0.5750000000000001,13.0,M,0.4,0.4515,0.20400000000000001,1.1415
0.455,0.125,0.585,17.0,M,0.25,0.391,0.212,1.027
0.485,0.21,0.61,20.0,F,0.515,0.535,0.2205,1.3445
0.525,0.2,0.645,13.0,F,0.505,0.601,0.2565,1.449
0.44,0.17500000000000002,0.545,11.0,F,0.265,0.2985,0.1875,0.7745000000000001
0.45,0.155,0.55,12.0,M,0.25,0.343,0.159,0.7895000000000001
0.525,0.20500000000000002,0.66,18.0,F,0.41000000000000003,0.5005000000000001,0.291,1.3665
0.47500000000000003,0.195,0.5700000000000001,18.0,M,0.305,0.4635,0.1905,1.0295
0.47000000000000003,0.2,0.6000000000000001,15.0,F,0.29,0.392,0.20350000000000001,1.031
0.505,0.165,0.63,12.0,F,0.315,0.4595,0.216,1.065
0.5700000000000001,0.23,0.6950000000000001,19.0,M,0.5,0.8665,0.435,1.885
0.545,0.16,0.65,15.0,M,0.48,0.487,0.296,1.2425
0.595,0.225,0.72,16.0,F,0.66,0.8045,0.423,1.9689999999999999
0.44,0.17,0.56,12.0,I,0.30000000000000004,0.35450000000000004,0.2175,0.9445
0.325,0.115,0.42,8.0,I,0.105,0.1625,0.064,0.354
0.125,0.05,0.18,3.0,M,0.01,0.0085,0.0055000000000000005,0.023
0.325,0.11,0.405,12.0,F,0.11,0.145,0.07250000000000001,0.35750000000000004
0.405,0.15,0.5,12.0,F,0.185,0.253,0.126,0.5965
0.335,0.11,0.435,12.0,I,0.135,0.1555,0.0675,0.383
0.275,0.09,0.34,10.0,M,0.07,0.07250000000000001,0.043000000000000003,0.20650000000000002
0.34,0.11,0.43,8.0,F,0.109,0.154,0.0955,0.382
0.41000000000000003,0.155,0.535,12.0,I,0.18150000000000002,0.2745,0.14150000000000001,0.6315000000000001
0.325,0.115,0.41500000000000004,12.0,I,0.106,0.1405,0.051000000000000004,0.3285
0.265,0.09,0.36,10.0,F,0.07350000000000001,0.096,0.037,0.2165
0.135,0.04,0.17500000000000002,5.0,M,0.01,0.011,0.007500000000000001,0.030500000000000003
0.115,0.025,0.155,5.0,M,0.007500000000000001,0.009000000000000001,0.005,0.024
0.43,0.15,0.525,11.0,I,0.215,0.3225,0.161,0.7365
0.39,0.135,0.525,16.0,F,0.21,0.2265,0.131,0.6005
0.34500000000000003,0.105,0.44,11.0,F,0.132,0.165,0.083,0.42850000000000005
0.34500000000000003,0.115,0.45,12.0,F,0.14,0.1905,0.117,0.496
0.365,0.14,0.485,14.0,F,0.177,0.2595,0.14450000000000002,0.6195
0.35000000000000003,0.135,0.47000000000000003,11.0,I,0.1525,0.2315,0.14650000000000002,0.5670000000000001
0.375,0.14,0.515,10.0,I,0.2215,0.2495,0.14100000000000001,0.6505000000000001
0.34,0.125,0.42,11.0,M,0.14400000000000002,0.165,0.1125,0.4495
0.35000000000000003,0.125,0.455,16.0,F,0.1335,0.1585,0.10200000000000001,0.4485
0.29,0.09,0.37,10.0,M,0.069,0.11,0.045,0.241
0.25,0.09,0.33,10.0,M,0.060500000000000005,0.085,0.041,0.197
0.22,0.09,0.30000000000000004,7.0,I,0.043000000000000003,0.057,0.0335,0.14250000000000002
0.46,0.16,0.625,14.0,I,0.38,0.55,0.273,1.2395
0.47500000000000003,0.17,0.61,14.0,I,0.32,0.4435,0.241,1.0385
0.465,0.155,0.625,14.0,I,0.35000000000000003,0.404,0.1845,0.972
0.505,0.19,0.635,17.0,I,0.435,0.5805,0.252,1.3315000000000001
0.385,0.155,0.5,14.0,I,0.19,0.3795,0.161,0.762
0.43,0.17,0.53,17.0,F,0.23500000000000001,0.35000000000000003,0.152,0.775
0.33,0.1,0.445,13.0,I,0.17,0.163,0.0755,0.437
0.41500000000000004,0.155,0.585,12.0,F,0.195,0.30000000000000004,0.146,0.6985
0.355,0.165,0.44,16.0,I,0.14,0.159,0.105,0.435
0.225,0.08,0.29,10.0,M,0.045,0.053500000000000006,0.026000000000000002,0.1295
0.455,0.17,0.555,15.0,I,0.30000000000000004,0.309,0.1905,0.8435
0.515,0.145,0.655,15.0,I,0.315,0.5265000000000001,0.28300000000000003,1.25
0.46,0.185,0.58,10.0,F,0.32,0.35150000000000003,0.2,1.017
0.43,0.17500000000000002,0.625,12.0,I,0.395,0.5720000000000001,0.297,1.411
0.485,0.17,0.62,15.0,I,0.33,0.48050000000000004,0.3045,1.208
0.5,0.15,0.64,8.0,F,0.36,0.371,0.2705,1.0705
0.375,0.115,0.505,10.0,F,0.167,0.2635,0.12,0.5895
0.395,0.12,0.5,9.0,I,0.17850000000000002,0.2165,0.1085,0.537
0.245,0.095,0.31,7.0,M,0.048,0.052500000000000005,0.034,0.15
0.38,0.145,0.505,12.0,F,0.17,0.29350000000000004,0.19,0.651
0.305,0.11,0.42,9.0,I,0.0955,0.094,0.0785,0.28
0.315,0.105,0.4,10.0,M,0.113,0.1135,0.037,0.28700000000000003
0.315,0.125,0.425,18.0,M,0.13,0.1135,0.0565,0.35250000000000004
0.23500000000000001,0.06,0.31,11.0,M,0.04,0.0415,0.033,0.12
0.35000000000000003,0.13,0.465,18.0,F,0.155,0.1945,0.10300000000000001,0.494
0.36,0.12,0.465,10.0,F,0.16,0.192,0.1125,0.47650000000000003
0.255,0.085,0.35000000000000003,13.0,M,0.06,0.1,0.0465,0.21450000000000002
0.41500000000000004,0.16,0.52,15.0,I,0.26,0.21050000000000002,0.14200000000000002,0.595
0.365,0.13,0.47500000000000003,12.0,F,0.14750000000000002,0.1905,0.114,0.48050000000000004
0.315,0.11,0.41000000000000003,10.0,F,0.095,0.1255,0.0655,0.321
0.2,0.065,0.26,6.0,M,0.03,0.044,0.027,0.096
0.45,0.17,0.5750000000000001,13.0,I,0.26,0.358,0.21450000000000002,0.9315
0.435,0.155,0.5650000000000001,14.0,I,0.28500000000000003,0.2715,0.168,0.782
0.19,0.075,0.26,6.0,M,0.03,0.044500000000000005,0.02,0.0945
0.385,0.125,0.53,10.0,F,0.18,0.289,0.151,0.6695
